epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,4987.99,0.41204,0.75621,0.34348,0.98071,0,0.84723,0.62042,0.7185,0.59001,0.85218,0.61441,0.70991,0.54419,0.85954,3.13641,1.26886,1.34047,0,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605
91,5043.47,0.41728,0.78537,0.36144,0.99103,0,0.79285,0.65758,0.71089,0.58603,0.78219,0.65056,0.70262,0.54096,0.88816,3.09568,1.29921,1.35529,0,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
92,5098.43,0.40002,0.77088,0.35467,0.98316,0,0.80067,0.63324,0.70716,0.58307,0.85955,0.59005,0.70141,0.53367,0.88484,2.96461,1.30958,1.34453,0,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743
93,5153.57,0.40062,0.75623,0.34307,0.97217,0,0.87614,0.62022,0.71529,0.58442,0.86904,0.61726,0.69723,0.52697,0.8349,2.96857,1.32172,1.32034,0,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311
94,5208.95,0.40564,0.75281,0.35004,0.99642,0,0.82221,0.62655,0.69809,0.57401,0.87421,0.59549,0.6871,0.5199,0.84732,2.85057,1.37824,1.3456,0,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
95,5264.22,0.39205,0.72162,0.33704,0.9702,0,0.8092,0.63116,0.68695,0.56552,0.86236,0.59086,0.66868,0.50729,0.83565,3.11533,1.356,1.35013,0,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448
96,5319.14,0.40857,0.74879,0.35043,0.98864,0,0.77641,0.65304,0.68353,0.56916,0.78838,0.63104,0.67322,0.51249,0.82271,3.10718,1.37395,1.33676,0,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017
97,5374.55,0.40735,0.72666,0.3355,0.98316,0,0.7816,0.64913,0.68891,0.56694,0.77915,0.62567,0.67294,0.50851,0.85125,2.95126,1.34148,1.37273,0,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
98,5429.43,0.39167,0.7319,0.32544,0.97908,0,0.78144,0.67515,0.7057,0.5707,0.76325,0.6612,0.69157,0.51984,0.84682,3.00825,1.301,1.39211,0,0.00154246,0.000514154,0.00154246,0.000514154,0.00154246,0.000514154,0.00154246,0.000514154
99,5484.51,0.38731,0.74498,0.32906,0.98097,0,0.79234,0.6385,0.6908,0.55403,0.79319,0.62779,0.67908,0.50369,0.86515,3.07234,1.32467,1.41566,0,0.00151417,0.000504723,0.00151417,0.000504723,0.00151417,0.000504723,0.00151417,0.000504723
100,5539.42,0.38056,0.72415,0.32583,0.98815,0,0.80179,0.65818,0.6918,0.57392,0.7907,0.65158,0.68628,0.52086,0.85103,3.0117,1.32238,1.42583,0,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
101,5594.87,0.39191,0.75445,0.32443,0.98479,0,0.76528,0.65103,0.70118,0.58144,0.74794,0.6379,0.68498,0.52854,0.81448,2.9969,1.33769,1.37202,0,0.00145758,0.00048586,0.00145758,0.00048586,0.00145758,0.00048586,0.00145758,0.00048586
102,5650.08,0.38868,0.74055,0.34193,0.98045,0,0.7801,0.64109,0.69964,0.57812,0.76993,0.63452,0.68795,0.52078,0.80008,2.97261,1.34298,1.33947,0,0.00142929,0.000476429,0.00142929,0.000476429,0.00142929,0.000476429,0.00142929,0.000476429
103,5705.38,0.37497,0.72878,0.33069,0.96738,0,0.82848,0.61541,0.69988,0.57862,0.81929,0.60312,0.68338,0.52606,0.80658,2.97761,1.32822,1.35536,0,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
104,5760.32,0.39444,0.7478,0.31849,0.98495,0,0.80673,0.64641,0.69758,0.56558,0.79013,0.63612,0.6793,0.51707,0.81158,2.90145,1.30857,1.35338,0,0.0013727,0.000457566,0.0013727,0.000457566,0.0013727,0.000457566,0.0013727,0.000457566
105,5815.51,0.3793,0.6737,0.31192,0.97199,0,0.83181,0.64985,0.69383,0.5605,0.82055,0.64322,0.68715,0.5203,0.84651,2.89004,1.32424,1.37994,0,0.0013444,0.000448134,0.0013444,0.000448134,0.0013444,0.000448134,0.0013444,0.000448134
106,5870.36,0.38152,0.69948,0.32268,0.97327,0,0.806,0.64777,0.70007,0.58059,0.84954,0.6086,0.69014,0.53265,0.8526,2.93019,1.29565,1.37872,0,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
107,5925.9,0.37041,0.67395,0.31616,0.97015,0,0.83546,0.61204,0.70181,0.58186,0.77627,0.6301,0.68851,0.53076,0.84647,3.03238,1.34492,1.3819,0,0.00128781,0.000429272,0.00128781,0.000429272,0.00128781,0.000429272,0.00128781,0.000429272
108,5980.9,0.36843,0.71411,0.32167,0.96656,0,0.83331,0.6222,0.69427,0.57284,0.81553,0.6133,0.68076,0.52377,0.80965,2.957,1.4027,1.36599,0,0.00125952,0.00041984,0.00125952,0.00041984,0.00125952,0.00041984,0.00125952,0.00041984
109,6036.09,0.36583,0.69427,0.31079,0.96474,0,0.80207,0.63193,0.70105,0.57925,0.83012,0.60494,0.68488,0.52677,0.826,3.06753,1.40698,1.39913,0,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
110,6091.38,0.38232,0.68341,0.31537,0.97558,0,0.8452,0.60321,0.69696,0.56499,0.80159,0.62275,0.68196,0.5105,0.86041,3.02054,1.43061,1.43033,0,0.00120293,0.000400977,0.00120293,0.000400977,0.00120293,0.000400977,0.00120293,0.000400977
111,6146.61,0.36684,0.67213,0.31185,0.97291,0,0.83446,0.62682,0.6881,0.55984,0.83285,0.62782,0.67314,0.50481,0.86219,3.06499,1.44413,1.41892,0,0.00117464,0.000391546,0.00117464,0.000391546,0.00117464,0.000391546,0.00117464,0.000391546
112,6201.66,0.3633,0.69165,0.29989,0.97199,0,0.85815,0.60764,0.6743,0.54846,0.84009,0.60639,0.66627,0.50014,0.84495,3.11805,1.45266,1.39962,0,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
113,6256.86,0.37513,0.67067,0.30686,0.97545,0,0.84825,0.62461,0.69657,0.57373,0.83687,0.62196,0.68614,0.52478,0.82264,3.07539,1.38173,1.37074,0,0.00111805,0.000372683,0.00111805,0.000372683,0.00111805,0.000372683,0.00111805,0.000372683
114,6311.73,0.3598,0.67855,0.29679,0.96688,0,0.86324,0.61763,0.70297,0.58466,0.83205,0.62413,0.69721,0.53526,0.7904,3.05442,1.3462,1.33338,0,0.00108976,0.000363252,0.00108976,0.000363252,0.00108976,0.000363252,0.00108976,0.000363252
115,6366.96,0.36826,0.69257,0.30513,0.9758,0,0.82688,0.62095,0.6977,0.58649,0.82039,0.61799,0.68597,0.52892,0.81872,3.15887,1.35816,1.37104,0,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
116,6422.2,0.38005,0.66794,0.30563,0.97595,0,0.78473,0.63512,0.7009,0.58382,0.82967,0.60484,0.69087,0.53282,0.82011,3.12559,1.33565,1.3707,0,0.00103317,0.000344389,0.00103317,0.000344389,0.00103317,0.000344389,0.00103317,0.000344389
117,6477.41,0.36425,0.68467,0.29474,0.97031,0,0.79041,0.6265,0.70736,0.58912,0.78925,0.62786,0.69614,0.53774,0.81324,3.06787,1.31188,1.38294,0,0.00100487,0.000334958,0.00100487,0.000334958,0.00100487,0.000334958,0.00100487,0.000334958
118,6532.6,0.35815,0.67437,0.29755,0.96139,0,0.80085,0.63177,0.71279,0.587,0.78906,0.62205,0.69693,0.53966,0.82034,3.03893,1.31681,1.39776,0,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
119,6587.62,0.36732,0.66538,0.30429,0.96607,0,0.83116,0.61601,0.70477,0.58252,0.82416,0.61325,0.68747,0.52637,0.80752,3.04342,1.36141,1.37294,0,0.000948284,0.000316095,0.000948284,0.000316095,0.000948284,0.000316095,0.000948284,0.000316095
120,6642.47,0.36715,0.67724,0.30601,0.97851,0,0.80143,0.62465,0.69688,0.58179,0.81603,0.6091,0.69018,0.52947,0.82173,3.04353,1.38373,1.38862,0,0.00091999,0.000306663,0.00091999,0.000306663,0.00091999,0.000306663,0.00091999,0.000306663
121,6697.53,0.35356,0.63582,0.29669,0.96058,0,0.80066,0.62338,0.70291,0.58237,0.82225,0.60215,0.69263,0.52601,0.85844,3.16552,1.34884,1.4297,0,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
122,6752.75,0.36591,0.64538,0.29533,0.9623,0,0.81497,0.62434,0.70271,0.58024,0.79644,0.61917,0.69009,0.52497,0.84833,3.19322,1.36006,1.41655,0,0.000863402,0.000287801,0.000863402,0.000287801,0.000863402,0.000287801,0.000863402,0.000287801
123,6807.94,0.35211,0.62962,0.28876,0.96192,0,0.77068,0.65468,0.70782,0.58428,0.86002,0.59701,0.69163,0.52969,0.83235,3.1701,1.33259,1.40634,0,0.000835108,0.000278369,0.000835108,0.000278369,0.000835108,0.000278369,0.000835108,0.000278369
124,6862.99,0.34894,0.63592,0.28397,0.96829,0,0.85539,0.59861,0.71153,0.59324,0.84888,0.60746,0.69198,0.53402,0.81515,3.12269,1.3324,1.37368,0,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
125,6918.16,0.34098,0.65385,0.28418,0.95195,0,0.83975,0.60383,0.70359,0.59039,0.83755,0.60484,0.68787,0.5378,0.81166,3.12689,1.36307,1.37086,0,0.000778519,0.000259506,0.000778519,0.000259506,0.000778519,0.000259506,0.000778519,0.000259506
126,6973.21,0.33939,0.62103,0.2857,0.95664,0,0.81696,0.62037,0.69884,0.584,0.81332,0.61908,0.68256,0.53177,0.78896,3.17247,1.36222,1.36064,0,0.000750225,0.000250075,0.000750225,0.000250075,0.000750225,0.000250075,0.000750225,0.000250075
127,7028.55,0.35942,0.62972,0.2919,0.96073,0,0.81553,0.63051,0.70249,0.59259,0.8511,0.61395,0.68988,0.542,0.79233,3.19112,1.37876,1.35346,0,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
128,7083.61,0.3255,0.60764,0.26521,0.94163,0,0.84813,0.62837,0.7062,0.59676,0.84751,0.62839,0.69442,0.5453,0.79636,3.1798,1.41499,1.35487,0,0.000693637,0.000231212,0.000693637,0.000231212,0.000693637,0.000231212,0.000693637,0.000231212
129,7139.17,0.34478,0.59298,0.27562,0.96566,0,0.81695,0.64068,0.71226,0.60179,0.80489,0.62888,0.69977,0.54828,0.79709,3.13147,1.36055,1.36637,0,0.000665342,0.000221781,0.000665342,0.000221781,0.000665342,0.000221781,0.000665342,0.000221781
130,7194.54,0.35419,0.64477,0.28799,0.96451,0,0.85289,0.61668,0.71407,0.60321,0.84531,0.61005,0.70086,0.54273,0.79782,3.12328,1.322,1.37663,0,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
131,7249.87,0.34235,0.63407,0.29022,0.9484,0,0.84451,0.62326,0.71971,0.6116,0.83268,0.61663,0.70808,0.55197,0.77731,3.10486,1.31038,1.36198,0,0.000608754,0.000202918,0.000608754,0.000202918,0.000608754,0.000202918,0.000608754,0.000202918
132,7305.46,0.34818,0.61812,0.28236,0.95028,0,0.8522,0.6107,0.72101,0.60799,0.84045,0.60455,0.70573,0.55019,0.77895,3.19175,1.34528,1.37421,0,0.00058046,0.000193487,0.00058046,0.000193487,0.00058046,0.000193487,0.00058046,0.000193487
133,7360.76,0.35011,0.61986,0.28221,0.97016,0,0.84145,0.61173,0.71894,0.6056,0.80009,0.62328,0.70571,0.54659,0.77901,3.12856,1.33709,1.36748,0,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
134,7415.77,0.33317,0.61018,0.27024,0.95315,0,0.85855,0.60547,0.71388,0.60555,0.8346,0.61402,0.70484,0.54599,0.77796,3.12053,1.33382,1.37011,0,0.000523871,0.000174624,0.000523871,0.000174624,0.000523871,0.000174624,0.000523871,0.000174624
135,7470.87,0.33787,0.62227,0.28048,0.94929,0,0.82427,0.62486,0.71715,0.60407,0.80994,0.62267,0.70896,0.54459,0.792,3.20165,1.34546,1.38465,0,0.000495577,0.000165192,0.000495577,0.000165192,0.000495577,0.000165192,0.000495577,0.000165192
136,7525.69,0.33842,0.58951,0.27383,0.95491,0,0.82337,0.63259,0.71996,0.60208,0.81291,0.62815,0.70193,0.5434,0.79182,3.21351,1.34578,1.3821,0,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
137,7580.96,0.33227,0.62651,0.26367,0.95244,0,0.83904,0.62025,0.71639,0.59927,0.80891,0.62938,0.70374,0.54371,0.7783,3.20475,1.34365,1.37338,0,0.000438989,0.00014633,0.000438989,0.00014633,0.000438989,0.00014633,0.000438989,0.00014633
138,7635.73,0.33319,0.57871,0.26807,0.9536,0,0.83541,0.6305,0.71872,0.59982,0.82378,0.62397,0.70516,0.54373,0.7839,3.20564,1.33425,1.38395,0,0.000410695,0.000136898,0.000410695,0.000136898,0.000410695,0.000136898,0.000410695,0.000136898
139,7691.21,0.32911,0.58801,0.2564,0.95,0,0.85256,0.62519,0.71956,0.60299,0.8406,0.61858,0.70941,0.55069,0.77514,3.20657,1.34945,1.36232,0,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
140,7746.11,0.34262,0.59937,0.27937,0.97222,0,0.84752,0.62574,0.71813,0.61019,0.83534,0.61913,0.71041,0.55457,0.77698,3.2007,1.34873,1.36656,0,0.000354106,0.000118035,0.000354106,0.000118035,0.000354106,0.000118035,0.000354106,0.000118035
141,7801.98,0.16616,0.49515,0.17118,0.84828,0,0.83225,0.61774,0.66414,0.54702,0.8174,0.61432,0.64931,0.49744,0.7638,3.30329,1.34135,1.38071,0,0.000325812,0.000108604,0.000325812,0.000108604,0.000325812,0.000108604,0.000325812,0.000108604
142,7857.04,0.16573,0.46719,0.13383,0.86057,0,0.85033,0.62221,0.67335,0.55387,0.83832,0.61544,0.65633,0.50334,0.75379,3.34212,1.28024,1.38455,0,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
143,7912.52,0.16891,0.4768,0.12751,0.8625,0,0.85349,0.6204,0.68666,0.56999,0.79615,0.64244,0.67515,0.51752,0.75204,3.2723,1.27473,1.38242,0,0.000269224,8.97412e-05,0.000269224,8.97412e-05,0.000269224,8.97412e-05,0.000269224,8.97412e-05
144,7967.4,0.1583,0.45299,0.12094,0.85372,0,0.84105,0.63074,0.69434,0.57599,0.81389,0.6329,0.6832,0.52488,0.75812,3.24557,1.28773,1.38587,0,0.000240929,8.03098e-05,0.000240929,8.03098e-05,0.000240929,8.03098e-05,0.000240929,8.03098e-05
145,8022.47,0.1604,0.45129,0.12078,0.85161,0,0.82488,0.63043,0.70451,0.58483,0.81894,0.62753,0.69185,0.53382,0.77093,3.306,1.27208,1.39496,0,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
146,8077.39,0.15406,0.44519,0.11724,0.84582,0,0.84966,0.62135,0.71216,0.59337,0.84317,0.61838,0.69739,0.54358,0.76791,3.34873,1.27798,1.38711,0,0.000184341,6.1447e-05,0.000184341,6.1447e-05,0.000184341,6.1447e-05,0.000184341,6.1447e-05
147,8132.46,0.15273,0.43866,0.11498,0.84923,0,0.86234,0.61416,0.7138,0.60191,0.8553,0.61121,0.70482,0.55248,0.7543,3.31507,1.29404,1.374,0,0.000156047,5.20156e-05,0.000156047,5.20156e-05,0.000156047,5.20156e-05,0.000156047,5.20156e-05
148,8187.29,0.15548,0.45286,0.11908,0.84934,0,0.8536,0.62065,0.71853,0.60837,0.84695,0.61768,0.70889,0.5582,0.75433,3.30528,1.29071,1.3749,0,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
149,8242.68,0.15161,0.44522,0.11373,0.842,0,0.86531,0.61876,0.72075,0.60977,0.85835,0.61587,0.71125,0.55932,0.75827,3.30897,1.28525,1.38166,0,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05
150,8297.77,0.14857,0.44523,0.10976,0.84961,0,0.85482,0.62083,0.72125,0.60911,0.84836,0.61787,0.71099,0.55793,0.75535,3.30183,1.27867,1.37818,0,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05
