epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
16,730.442,0.68582,1.42618,0.71917,1.1749,0,0.68485,0.62466,0.66398,0.48704,0.7062,0.64297,0.67444,0.45032,0.87524,2.2478,1.25865,1.20744,0,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753
17,775.178,0.67619,1.43946,0.70897,1.16825,0,0.72913,0.68918,0.7167,0.55687,0.71913,0.67833,0.70979,0.51072,0.87664,2.24849,1.07519,1.25102,0,0.00383429,0.0012781,0.00383429,0.0012781,0.00383429,0.0012781,0.00383429,0.0012781
18,819.774,0.64789,1.34793,0.68589,1.14161,0,0.74214,0.6807,0.7152,0.5669,0.73401,0.67253,0.71562,0.5194,0.81787,2.29871,1.1414,1.20723,0,0.003806,0.00126867,0.003806,0.00126867,0.003806,0.00126867,0.003806,0.00126867
19,864.47,0.62859,1.30113,0.63703,1.13334,0,0.80952,0.59278,0.70384,0.55966,0.81742,0.59959,0.71239,0.50789,0.86537,2.39686,1.13093,1.27333,0,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923
20,908.852,0.64781,1.36871,0.65498,1.1395,0,0.78395,0.62918,0.70602,0.54178,0.77871,0.62671,0.70852,0.48985,0.89513,2.39726,1.19376,1.32485,0,0.00374941,0.0012498,0.00374941,0.0012498,0.00374941,0.0012498,0.00374941,0.0012498
21,953.33,0.62725,1.28557,0.63128,1.12524,0,0.8292,0.59676,0.68678,0.53584,0.82872,0.5938,0.6897,0.47723,0.8855,2.34507,1.26153,1.28823,0,0.00372112,0.00124037,0.00372112,0.00124037,0.00372112,0.00124037,0.00372112,0.00124037
22,997.688,0.6345,1.34729,0.64381,1.11938,0,0.83456,0.59777,0.69769,0.55304,0.83023,0.5949,0.69692,0.49645,0.82933,2.41203,1.18969,1.22394,0,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094
23,1042.29,0.60457,1.24148,0.6058,1.11541,0,0.72585,0.6469,0.69425,0.53993,0.72834,0.64027,0.67779,0.48696,0.84083,2.4757,1.1992,1.28799,0,0.00366453,0.00122151,0.00366453,0.00122151,0.00366453,0.00122151,0.00366453,0.00122151
24,1087.1,0.63307,1.26045,0.62361,1.13563,0,0.83526,0.60003,0.69859,0.56135,0.8073,0.60727,0.68991,0.50575,0.81557,2.45745,1.18453,1.22383,0,0.00363623,0.00121208,0.00363623,0.00121208,0.00363623,0.00121208,0.00363623,0.00121208
25,1131.77,0.58355,1.23229,0.60127,1.09926,0,0.77051,0.64561,0.70147,0.56598,0.77518,0.65028,0.70806,0.51648,0.83174,2.41518,1.14774,1.23368,0,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265
26,1176.73,0.6002,1.23168,0.58961,1.10455,0,0.76491,0.64943,0.71376,0.57829,0.77277,0.64164,0.70829,0.52398,0.82098,2.4021,1.06883,1.23897,0,0.00357965,0.00119322,0.00357965,0.00119322,0.00357965,0.00119322,0.00357965,0.00119322
27,1221.88,0.59746,1.22519,0.57739,1.10294,0,0.70298,0.6753,0.70837,0.56681,0.70806,0.67997,0.71371,0.51206,0.84334,2.46357,1.1564,1.25253,0,0.00355135,0.00118378,0.00355135,0.00118378,0.00355135,0.00118378,0.00355135,0.00118378
28,1266.59,0.60595,1.21582,0.57907,1.10274,0,0.80927,0.62431,0.70362,0.55551,0.79647,0.61521,0.68656,0.50185,0.86579,2.49167,1.14086,1.24195,0,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435
29,1311.36,0.58684,1.179,0.57601,1.09301,0,0.73625,0.64177,0.69782,0.55408,0.73134,0.6389,0.68106,0.49535,0.88414,2.5153,1.22799,1.29205,0,0.00349476,0.00116492,0.00349476,0.00116492,0.00349476,0.00116492,0.00349476,0.00116492
30,1355.93,0.57766,1.18008,0.54662,1.09743,0,0.81941,0.61296,0.70674,0.56249,0.80249,0.60835,0.68916,0.49791,0.83707,2.42483,1.21076,1.25205,0,0.00346647,0.00115549,0.00346647,0.00115549,0.00346647,0.00115549,0.00346647,0.00115549
31,1400.64,0.56417,1.10733,0.54715,1.10264,0,0.76536,0.63771,0.71488,0.562,0.76004,0.62975,0.70082,0.4987,0.85047,2.54969,1.09859,1.28765,0,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606
32,1445.19,0.57523,1.13734,0.54935,1.08998,0,0.7975,0.62727,0.70132,0.55851,0.79743,0.62391,0.69718,0.49916,0.84822,2.40922,1.2102,1.2739,0,0.00340988,0.00113663,0.00340988,0.00113663,0.00340988,0.00113663,0.00340988,0.00113663
33,1489.91,0.55417,1.15985,0.52279,1.07699,0,0.74795,0.61606,0.69664,0.54965,0.71104,0.64149,0.69678,0.49752,0.82321,2.46657,1.30331,1.26093,0,0.00338159,0.0011272,0.00338159,0.0011272,0.00338159,0.0011272,0.00338159,0.0011272
34,1534.46,0.56418,1.1566,0.52731,1.08391,0,0.77408,0.65129,0.7154,0.56186,0.78289,0.65922,0.71087,0.51896,0.87451,2.51029,1.27646,1.27139,0,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776
35,1579.14,0.53355,1.09573,0.50335,1.05444,0,0.8025,0.6638,0.72274,0.57662,0.766,0.68031,0.71251,0.52562,0.81335,2.67985,1.20404,1.22965,0,0.003325,0.00110833,0.003325,0.00110833,0.003325,0.00110833,0.003325,0.00110833
36,1623.64,0.55684,1.12647,0.51296,1.07887,0,0.76964,0.67967,0.72012,0.57724,0.76872,0.67828,0.71696,0.52542,0.87735,2.59424,1.22956,1.3041,0,0.0032967,0.0010989,0.0032967,0.0010989,0.0032967,0.0010989,0.0032967,0.0010989
37,1668.69,0.55177,1.12681,0.52651,1.0723,0,0.77568,0.63014,0.71647,0.57918,0.77565,0.63154,0.71098,0.52543,0.81088,2.74224,1.2669,1.25535,0,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947
38,1713.59,0.54526,1.08767,0.5152,1.08014,0,0.74241,0.64757,0.71205,0.57475,0.7445,0.64947,0.7088,0.53176,0.85138,2.58998,1.24354,1.29806,0,0.00324011,0.00108004,0.00324011,0.00108004,0.00324011,0.00108004,0.00324011,0.00108004
39,1758.72,0.53722,1.05336,0.49756,1.06422,0,0.78058,0.62905,0.69955,0.55767,0.79569,0.63219,0.70668,0.50925,0.84193,2.54739,1.21815,1.25102,0,0.00321182,0.00107061,0.00321182,0.00107061,0.00321182,0.00107061,0.00321182,0.00107061
40,1803.27,0.54718,1.10364,0.51127,1.06508,0,0.85187,0.58718,0.7068,0.56714,0.85704,0.58429,0.7057,0.51715,0.81237,2.64747,1.19805,1.25883,0,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118
41,1847.93,0.52901,1.02684,0.48076,1.05001,0,0.83408,0.60815,0.7135,0.57036,0.81296,0.5951,0.69353,0.5215,0.85796,2.66402,1.28638,1.33389,0,0.00315523,0.00105174,0.00315523,0.00105174,0.00315523,0.00105174,0.00315523,0.00105174
42,1892.46,0.52304,1.03168,0.47892,1.04119,0,0.82279,0.62801,0.71338,0.56283,0.80847,0.61833,0.69741,0.50844,0.87651,2.69543,1.28896,1.33762,0,0.00312694,0.00104231,0.00312694,0.00104231,0.00312694,0.00104231,0.00312694,0.00104231
43,1937.17,0.52421,1.04312,0.46777,1.05171,0,0.83685,0.63403,0.71536,0.57494,0.82301,0.62243,0.70892,0.51162,0.85775,2.79786,1.20011,1.33292,0,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288
44,1981.76,0.51274,0.98854,0.44825,1.03838,0,0.82125,0.65455,0.72023,0.56246,0.82407,0.62297,0.70926,0.51116,0.87055,2.72678,1.25024,1.31489,0,0.00307035,0.00102345,0.00307035,0.00102345,0.00307035,0.00102345,0.00307035,0.00102345
45,2026.45,0.49998,1.01349,0.47089,1.02957,0,0.78562,0.64402,0.70334,0.55927,0.82414,0.61356,0.69503,0.4994,0.8938,2.60737,1.29954,1.35133,0,0.00304206,0.00101402,0.00304206,0.00101402,0.00304206,0.00101402,0.00304206,0.00101402
46,2070.96,0.5007,0.97876,0.45871,1.05219,0,0.74814,0.64667,0.69817,0.557,0.7565,0.64897,0.70031,0.50958,0.86525,2.59074,1.23649,1.27029,0,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459
47,2115.68,0.51106,1.02216,0.46913,1.03291,0,0.75135,0.65571,0.7057,0.56789,0.76415,0.64873,0.70762,0.5166,0.85299,2.57341,1.18803,1.26884,0,0.00298547,0.000995156,0.00298547,0.000995156,0.00298547,0.000995156,0.00298547,0.000995156
48,2160.24,0.48335,0.97692,0.43021,1.01546,0,0.79266,0.65313,0.71174,0.55582,0.78403,0.64729,0.69939,0.5129,0.84398,2.53256,1.2685,1.27535,0,0.00295717,0.000985724,0.00295717,0.000985724,0.00295717,0.000985724,0.00295717,0.000985724
49,2204.97,0.48341,0.95742,0.44799,1.01922,0,0.80692,0.63334,0.70477,0.56742,0.76503,0.66159,0.70056,0.51647,0.80033,2.62784,1.28506,1.27154,0,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293
50,2249.45,0.48038,0.99034,0.43789,1.0135,0,0.79451,0.64394,0.71595,0.57719,0.84711,0.61859,0.70546,0.51944,0.88253,2.67055,1.20533,1.34602,0,0.00290058,0.000966861,0.00290058,0.000966861,0.00290058,0.000966861,0.00290058,0.000966861
51,2294.13,0.47762,0.98442,0.43392,1.01868,0,0.85416,0.62637,0.71252,0.56725,0.83978,0.60894,0.69895,0.52208,0.85827,2.66637,1.19183,1.30989,0,0.00287229,0.00095743,0.00287229,0.00095743,0.00287229,0.00095743,0.00287229,0.00095743
52,2338.66,0.48477,0.93938,0.44722,1.02408,0,0.80951,0.65413,0.72089,0.57503,0.81305,0.64036,0.71072,0.5195,0.82186,2.60329,1.2402,1.2864,0,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999
53,2383.4,0.47918,0.92677,0.42976,1.01939,0,0.79345,0.62757,0.70102,0.57242,0.78394,0.62134,0.69384,0.51854,0.83607,2.61344,1.27611,1.2763,0,0.0028157,0.000938567,0.0028157,0.000938567,0.0028157,0.000938567,0.0028157,0.000938567
54,2427.97,0.4766,0.93971,0.42466,1.01793,0,0.79724,0.63506,0.70056,0.57029,0.78886,0.62923,0.6931,0.5141,0.86925,2.60555,1.30708,1.31022,0,0.00278741,0.000929136,0.00278741,0.000929136,0.00278741,0.000929136,0.00278741,0.000929136
55,2472.71,0.48,0.9286,0.44276,1.01817,0,0.77293,0.65383,0.71652,0.56655,0.75915,0.64393,0.6976,0.51352,0.87891,2.80821,1.26801,1.35753,0,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704
56,2517.26,0.4659,0.90108,0.43198,1.02027,0,0.78515,0.62185,0.7109,0.56883,0.80695,0.61346,0.71165,0.51824,0.89153,2.85028,1.33522,1.34683,0,0.00273082,0.000910273,0.00273082,0.000910273,0.00273082,0.000910273,0.00273082,0.000910273
57,2561.99,0.47941,0.95699,0.41893,1.01919,0,0.74951,0.63731,0.68758,0.55444,0.78129,0.6006,0.6705,0.49828,0.84657,2.89265,1.35645,1.28129,0,0.00270252,0.000900842,0.00270252,0.000900842,0.00270252,0.000900842,0.00270252,0.000900842
58,2606.54,0.49819,0.94349,0.42959,1.02461,0,0.80109,0.61716,0.70093,0.55891,0.80448,0.6204,0.68863,0.50501,0.90056,2.80102,1.3365,1.32521,0,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141
59,2651.14,0.45282,0.9268,0.40923,1.0014,0,0.86407,0.60924,0.70497,0.57363,0.86009,0.60519,0.6982,0.52505,0.89045,2.94349,1.37101,1.32834,0,0.00264594,0.000881979,0.00264594,0.000881979,0.00264594,0.000881979,0.00264594,0.000881979
60,2695.57,0.48304,0.88873,0.41242,1.01594,0,0.83737,0.64927,0.70701,0.57418,0.82808,0.6435,0.7008,0.51913,0.8455,2.97199,1.24744,1.31306,0,0.00261764,0.000872547,0.00261764,0.000872547,0.00261764,0.000872547,0.00261764,0.000872547
61,2740.21,0.45539,0.88046,0.3979,0.99556,0,0.75241,0.67423,0.71395,0.57063,0.74512,0.65867,0.69581,0.51828,0.84108,2.89013,1.23142,1.29907,0,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
62,2784.67,0.4605,0.87333,0.41537,0.99746,0,0.82627,0.64007,0.69439,0.56296,0.83271,0.64063,0.69367,0.51216,0.84807,2.97939,1.23041,1.28644,0,0.00256105,0.000853685,0.00256105,0.000853685,0.00256105,0.000853685,0.00256105,0.000853685
63,2829.24,0.45986,0.88277,0.39482,1.00687,0,0.81045,0.62633,0.6853,0.54664,0.79615,0.61723,0.68121,0.50388,0.86992,2.91139,1.2338,1.27512,0,0.00253276,0.000844253,0.00253276,0.000844253,0.00253276,0.000844253,0.00253276,0.000844253
64,2873.65,0.46124,0.87328,0.40535,1.00679,0,0.81015,0.6394,0.70059,0.55665,0.826,0.63059,0.69747,0.50938,0.87072,2.84839,1.19772,1.29303,0,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
65,2918.21,0.4431,0.81128,0.38241,0.98793,0,0.7789,0.65766,0.69782,0.57126,0.77753,0.65873,0.69147,0.51684,0.85921,2.85427,1.22561,1.30506,0,0.00247617,0.00082539,0.00247617,0.00082539,0.00247617,0.00082539,0.00247617,0.00082539
66,2962.6,0.45494,0.87575,0.3829,0.99359,0,0.76689,0.66372,0.70284,0.563,0.76934,0.65531,0.69621,0.512,0.86306,2.70322,1.26672,1.32287,0,0.00244788,0.000815959,0.00244788,0.000815959,0.00244788,0.000815959,0.00244788,0.000815959
67,3007.12,0.46139,0.87446,0.39745,1.00023,0,0.79837,0.66941,0.68411,0.55565,0.78426,0.65334,0.68057,0.50432,0.82911,2.72345,1.252,1.2965,0,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
68,3051.49,0.4573,0.81717,0.37356,0.98874,0,0.76868,0.67479,0.69368,0.56033,0.79006,0.64211,0.68648,0.49862,0.81403,2.90464,1.2694,1.30647,0,0.00239129,0.000797096,0.00239129,0.000797096,0.00239129,0.000797096,0.00239129,0.000797096
69,3096.06,0.4482,0.87917,0.39941,0.99893,0,0.81261,0.63496,0.70401,0.57328,0.79942,0.62291,0.68478,0.50197,0.81542,2.96428,1.32678,1.31276,0,0.00236299,0.000787665,0.00236299,0.000787665,0.00236299,0.000787665,0.00236299,0.000787665
70,3140.44,0.44509,0.86172,0.38543,0.99836,0,0.87043,0.6012,0.70275,0.56377,0.80109,0.63822,0.69342,0.51306,0.84726,2.95371,1.33615,1.33728,0,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
71,3185,0.44591,0.86092,0.3729,0.99848,0,0.85851,0.61911,0.69453,0.55236,0.79039,0.6236,0.67741,0.49605,0.85025,2.94851,1.3319,1.3322,0,0.00230641,0.000768802,0.00230641,0.000768802,0.00230641,0.000768802,0.00230641,0.000768802
72,3229.33,0.42053,0.80563,0.35648,0.97353,0,0.87012,0.60944,0.71778,0.58735,0.85541,0.59994,0.70596,0.53523,0.85264,2.87486,1.33152,1.33976,0,0.00227811,0.000759371,0.00227811,0.000759371,0.00227811,0.000759371,0.00227811,0.000759371
73,3274.17,0.43764,0.79348,0.36622,0.99283,0,0.83036,0.64492,0.70601,0.56742,0.84047,0.64076,0.69368,0.52016,0.8816,2.9444,1.30759,1.36788,0,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
74,3318.48,0.4414,0.79935,0.37767,0.99777,0,0.84222,0.63447,0.71443,0.59402,0.82841,0.64756,0.71649,0.54555,0.89799,2.91792,1.33076,1.36894,0,0.00222152,0.000740508,0.00222152,0.000740508,0.00222152,0.000740508,0.00222152,0.000740508
75,3363.35,0.42449,0.79431,0.37812,0.99755,0,0.81589,0.65076,0.71703,0.58684,0.81494,0.65134,0.7211,0.53876,0.87825,2.95687,1.27762,1.35589,0,0.00219323,0.000731076,0.00219323,0.000731076,0.00219323,0.000731076,0.00219323,0.000731076
76,3407.67,0.41167,0.8121,0.35683,0.97471,0,0.78129,0.64284,0.69916,0.58707,0.79152,0.62819,0.69713,0.5376,0.86759,3.0216,1.31296,1.34565,0,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
77,3452.24,0.41889,0.80445,0.34985,0.97318,0,0.77437,0.64465,0.69281,0.57378,0.75573,0.63264,0.68937,0.51599,0.84193,3.0987,1.28393,1.33334,0,0.00213664,0.000712214,0.00213664,0.000712214,0.00213664,0.000712214,0.00213664,0.000712214
78,3496.62,0.42495,0.83528,0.36554,0.98612,0,0.78884,0.66115,0.70314,0.56228,0.77504,0.64363,0.69179,0.50989,0.84862,3.12187,1.27209,1.3444,0,0.00210835,0.000702782,0.00210835,0.000702782,0.00210835,0.000702782,0.00210835,0.000702782
79,3541,inf,0.79251,0.36921,0.98979,0,0.75658,0.6659,0.70928,0.56997,0.75226,0.66341,0.69853,0.51458,0.87027,3.13596,1.29203,1.38834,0,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
80,3585.39,0.39841,0.76043,0.33138,0.96968,0,0.75102,0.67454,0.69052,0.56568,0.77298,0.63744,0.68924,0.51013,0.83706,3.0966,1.32704,1.34317,0,0.00205176,0.000683919,0.00205176,0.000683919,0.00205176,0.000683919,0.00205176,0.000683919
81,3629.97,0.41916,0.78615,0.35852,0.97506,0,0.75695,0.65862,0.69682,0.56723,0.77547,0.64537,0.69628,0.51227,0.84628,2.96752,1.3602,1.36099,0,0.00202346,0.000674488,0.00202346,0.000674488,0.00202346,0.000674488,0.00202346,0.000674488
82,3674.32,0.40847,0.7569,0.33947,0.98017,0,0.79625,0.62229,0.68916,0.55592,0.76212,0.63303,0.68303,0.50317,0.8788,2.98847,1.39554,1.36802,0,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
83,3718.93,0.41647,0.79392,0.35936,0.96198,0,0.77151,0.65087,0.69311,0.56423,0.75798,0.64137,0.68785,0.50343,0.85776,3.04724,1.34413,1.32993,0,0.00196688,0.000655625,0.00196688,0.000655625,0.00196688,0.000655625,0.00196688,0.000655625
84,3763.28,0.40836,0.76904,0.3532,0.96701,0,0.7803,0.64606,0.68845,0.56401,0.8236,0.6058,0.68569,0.50797,0.86204,3.01892,1.34202,1.33385,0,0.00193858,0.000646194,0.00193858,0.000646194,0.00193858,0.000646194,0.00193858,0.000646194
85,3807.81,0.40085,0.76837,0.33305,0.9651,0,0.76333,0.64977,0.6997,0.56187,0.78979,0.62556,0.70241,0.5122,0.86223,3.00813,1.32471,1.35577,0,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
86,3852.1,0.40375,0.75345,0.34561,0.97799,0,0.83091,0.60605,0.6964,0.55685,0.81465,0.61126,0.68746,0.50896,0.86776,3.09018,1.30739,1.34495,0,0.00188199,0.000627331,0.00188199,0.000627331,0.00188199,0.000627331,0.00188199,0.000627331
87,3896.77,0.39452,0.73632,0.33445,0.96316,0,0.7861,0.62234,0.69679,0.5645,0.77352,0.62571,0.68871,0.50949,0.86477,3.20945,1.4038,1.37115,0,0.0018537,0.0006179,0.0018537,0.0006179,0.0018537,0.0006179,0.0018537,0.0006179
88,3941.12,0.40504,0.72753,0.33604,0.9786,0,0.83416,0.60431,0.70046,0.56345,0.81844,0.61901,0.69889,0.50962,0.89953,3.20262,1.35164,1.40296,0,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
89,3985.67,0.38913,0.73455,0.32702,0.96423,0,0.7855,0.65584,0.71673,0.57256,0.83272,0.61479,0.70829,0.51359,0.9011,3.1651,1.33754,1.41596,0,0.00179711,0.000599037,0.00179711,0.000599037,0.00179711,0.000599037,0.00179711,0.000599037
90,4030.02,0.40144,0.73061,0.32386,0.96577,0,0.74777,0.66106,0.70417,0.56106,0.73361,0.64874,0.69143,0.50774,0.92598,3.21807,1.44831,1.42533,0,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605
91,4074.5,0.40796,0.73582,0.33507,0.97298,0,0.75371,0.66929,0.71052,0.58808,0.79336,0.63414,0.70578,0.53608,0.84832,3.16491,1.39037,1.34183,0,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
92,4118.87,0.38989,0.74266,0.32664,0.96374,0,0.72897,0.67343,0.71393,0.58857,0.74002,0.6671,0.71278,0.53663,0.84035,3.16905,1.38384,1.34898,0,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743
93,4163.37,0.38595,0.72232,0.32225,0.95101,0,0.78833,0.62405,0.71282,0.58538,0.78625,0.61856,0.70584,0.53313,0.85992,3.07274,1.3944,1.37809,0,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311
94,4207.68,0.38654,0.71489,0.32907,0.97287,0,0.74184,0.67234,0.71514,0.59676,0.80191,0.61987,0.70519,0.54721,0.8484,3.13411,1.39762,1.38485,0,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
95,4252.59,0.38915,0.70199,0.31885,0.9614,0,0.78285,0.65899,0.73386,0.61209,0.86145,0.61768,0.72335,0.55972,0.81206,3.30672,1.31713,1.34452,0,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448
96,4297.28,0.39775,0.72269,0.34147,0.96417,0,0.80772,0.65651,0.73095,0.60598,0.8185,0.63826,0.71713,0.55213,0.84005,3.25844,1.31772,1.34911,0,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017
97,4341.79,0.39784,0.68984,0.32432,0.95984,0,0.82489,0.63233,0.72078,0.5965,0.82428,0.63343,0.72122,0.53835,0.86418,3.15535,1.36979,1.37315,0,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
