epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,4386.14,0.38825,0.70602,0.31903,0.95394,0,0.81557,0.6458,0.71014,0.57579,0.81533,0.64323,0.70958,0.52749,0.86092,3.32737,1.35664,1.38439,0,0.00154246,0.000514154,0.00154246,0.000514154,0.00154246,0.000514154,0.00154246,0.000514154
99,4430.64,0.38186,0.7224,0.31662,0.95442,0,0.77912,0.67235,0.72225,0.59503,0.76221,0.65978,0.71281,0.53423,0.84373,3.20272,1.29535,1.35726,0,0.00151417,0.000504723,0.00151417,0.000504723,0.00151417,0.000504723,0.00151417,0.000504723
100,4474.97,0.37484,0.68693,0.31993,0.9611,0,0.82047,0.63677,0.72626,0.59699,0.78331,0.63562,0.72237,0.54448,0.85317,3.24002,1.33631,1.37209,0,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
101,4519.41,0.38364,0.72319,0.31255,0.9581,0,0.80135,0.65234,0.71863,0.59391,0.77876,0.6363,0.70464,0.54271,0.85102,3.24569,1.37204,1.36097,0,0.00145758,0.00048586,0.00145758,0.00048586,0.00145758,0.00048586,0.00145758,0.00048586
102,4563.73,0.37981,0.70904,0.31476,0.96146,0,0.80922,0.64885,0.70957,0.58445,0.78781,0.63141,0.69149,0.52337,0.87084,3.17219,1.39742,1.37646,0,0.00142929,0.000476429,0.00142929,0.000476429,0.00142929,0.000476429,0.00142929,0.000476429
103,4608.32,0.37749,0.70428,0.31783,0.95359,0,0.76868,0.65561,0.698,0.57323,0.81995,0.61129,0.69816,0.53025,0.83348,3.24549,1.42287,1.34218,0,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
104,4652.68,0.38369,0.7003,0.30758,0.96226,0,0.78289,0.65956,0.70002,0.5749,0.77052,0.65055,0.69755,0.5173,0.83342,3.21316,1.37888,1.36012,0,0.0013727,0.000457566,0.0013727,0.000457566,0.0013727,0.000457566,0.0013727,0.000457566
105,4697.22,0.36783,0.63554,0.30086,0.95361,0,0.80163,0.67344,0.6958,0.57075,0.78832,0.65353,0.68456,0.51473,0.84413,3.33148,1.35087,1.36502,0,0.0013444,0.000448134,0.0013444,0.000448134,0.0013444,0.000448134,0.0013444,0.000448134
106,4741.57,0.37385,0.66169,0.30781,0.95704,0,0.79886,0.6669,0.71612,0.59315,0.79665,0.64807,0.71121,0.53961,0.8438,3.24584,1.33177,1.34393,0,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
107,4786.05,0.37079,0.66055,0.30824,0.95785,0,0.78865,0.65884,0.72641,0.59061,0.79112,0.63264,0.7034,0.53805,0.8509,3.26774,1.37903,1.35105,0,0.00128781,0.000429272,0.00128781,0.000429272,0.00128781,0.000429272,0.00128781,0.000429272
108,4830.37,0.36316,0.68303,0.30943,0.9524,0,0.81631,0.62408,0.7224,0.59183,0.77131,0.63167,0.70985,0.537,0.85986,3.26174,1.42939,1.35375,0,0.00125952,0.00041984,0.00125952,0.00041984,0.00125952,0.00041984,0.00125952,0.00041984
109,4874.86,0.36257,0.67333,0.30642,0.94592,0,0.83587,0.62094,0.72006,0.5919,0.82546,0.61531,0.71769,0.53004,0.84444,3.17577,1.38622,1.36397,0,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
110,4919.18,0.36796,0.66181,0.30802,0.94646,0,0.8211,0.64806,0.72106,0.58841,0.81207,0.64223,0.71238,0.53188,0.82832,3.01841,1.36412,1.35941,0,0.00120293,0.000400977,0.00120293,0.000400977,0.00120293,0.000400977,0.00120293,0.000400977
111,4963.67,0.36125,0.64388,0.30454,0.94843,0,0.82776,0.64112,0.70991,0.57425,0.80832,0.6288,0.6994,0.52443,0.83783,2.97453,1.45089,1.36956,0,0.00117464,0.000391546,0.00117464,0.000391546,0.00117464,0.000391546,0.00117464,0.000391546
112,5008,0.35616,0.65891,0.29104,0.94755,0,0.82202,0.63206,0.69157,0.56796,0.80764,0.62309,0.68402,0.50754,0.83509,3.01133,1.47223,1.34814,0,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
113,5052.5,0.35479,0.65034,0.29941,0.94764,0,0.79596,0.64658,0.71662,0.59231,0.78653,0.64078,0.70344,0.53891,0.84649,3.03776,1.4238,1.35296,0,0.00111805,0.000372683,0.00111805,0.000372683,0.00111805,0.000372683,0.00111805,0.000372683
114,5096.79,0.35069,0.64576,0.28487,0.94798,0,0.80262,0.66106,0.72211,0.59729,0.80224,0.66176,0.71844,0.54278,0.83012,3.14383,1.41185,1.35288,0,0.00108976,0.000363252,0.00108976,0.000363252,0.00108976,0.000363252,0.00108976,0.000363252
115,5141.26,0.36057,0.66742,0.29056,0.95714,0,0.79144,0.65896,0.71656,0.59697,0.78282,0.65313,0.70643,0.54478,0.80302,3.11768,1.42981,1.33568,0,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
116,5185.54,0.37201,0.64509,0.29755,0.95598,0,0.82965,0.63923,0.72368,0.59976,0.78302,0.6545,0.70969,0.5453,0.81876,3.16429,1.39028,1.34307,0,0.00103317,0.000344389,0.00103317,0.000344389,0.00103317,0.000344389,0.00103317,0.000344389
117,5230.07,0.35754,0.66943,0.28659,0.94704,0,0.83573,0.63587,0.72051,0.5998,0.82024,0.63562,0.71615,0.5514,0.8213,3.24011,1.35908,1.33659,0,0.00100487,0.000334958,0.00100487,0.000334958,0.00100487,0.000334958,0.00100487,0.000334958
118,5274.35,0.35686,0.64646,0.2841,0.944,0,0.83733,0.63537,0.72515,0.60856,0.83231,0.63286,0.72115,0.55566,0.82597,3.2097,1.4033,1.31308,0,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
119,5318.87,0.36207,0.63778,0.29077,0.94695,0,0.77055,0.66531,0.72463,0.6098,0.76627,0.66274,0.72257,0.55113,0.82469,3.19629,1.36988,1.30216,0,0.000948284,0.000316095,0.000948284,0.000316095,0.000948284,0.000316095,0.000948284,0.000316095
120,5363.19,0.36113,0.65135,0.29643,0.95058,0,0.80805,0.6687,0.73053,0.61242,0.79844,0.66274,0.72782,0.55574,0.8493,3.2556,1.36584,1.31408,0,0.00091999,0.000306663,0.00091999,0.000306663,0.00091999,0.000306663,0.00091999,0.000306663
121,5407.69,0.35383,0.60844,0.28566,0.9421,0,0.79463,0.65094,0.72693,0.6154,0.79413,0.65234,0.73083,0.55399,0.84482,3.33752,1.35309,1.32439,0,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
122,5451.98,0.35833,0.62567,0.28913,0.94614,0,0.79972,0.65896,0.72561,0.60897,0.79451,0.6567,0.72249,0.54919,0.85522,3.31676,1.34743,1.33323,0,0.000863402,0.000287801,0.000863402,0.000287801,0.000863402,0.000287801,0.000863402,0.000287801
123,5496.5,0.34527,0.62275,0.27762,0.93778,0,0.7965,0.64765,0.72108,0.6047,0.78679,0.64188,0.72115,0.54632,0.8412,3.3095,1.40765,1.30679,0,0.000835108,0.000278369,0.000835108,0.000278369,0.000835108,0.000278369,0.000835108,0.000278369
124,5540.77,0.34159,0.61455,0.27552,0.94395,0,0.80814,0.65316,0.72117,0.6066,0.80347,0.65123,0.72551,0.55348,0.85018,3.24954,1.44046,1.30811,0,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
125,5585.3,0.34072,0.63343,0.27252,0.93168,0,0.81507,0.64223,0.72259,0.60803,0.80483,0.63639,0.72261,0.55651,0.85679,3.24659,1.43237,1.3156,0,0.000778519,0.000259506,0.000778519,0.000259506,0.000778519,0.000259506,0.000778519,0.000259506
126,5629.66,0.3376,0.60492,0.27167,0.93172,0,0.81454,0.63163,0.7232,0.60311,0.80424,0.6258,0.7196,0.55519,0.84177,3.28649,1.39354,1.32642,0,0.000750225,0.000250075,0.000750225,0.000250075,0.000750225,0.000250075,0.000750225,0.000250075
127,5674.15,0.35237,0.62452,0.28463,0.93778,0,0.80416,0.63098,0.71493,0.5993,0.79434,0.62518,0.71792,0.54827,0.85629,3.31374,1.41675,1.33865,0,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
128,5718.46,0.32789,0.59026,0.25974,0.92359,0,0.79961,0.63093,0.72253,0.60226,0.79003,0.6251,0.72217,0.55461,0.86928,3.28475,1.4022,1.37437,0,0.000693637,0.000231212,0.000693637,0.000231212,0.000693637,0.000231212,0.000693637,0.000231212
129,5763.09,0.3391,0.57527,0.27244,0.94305,0,0.80721,0.64192,0.73252,0.60845,0.79292,0.63242,0.72521,0.55976,0.8546,3.25348,1.3799,1.35596,0,0.000665342,0.000221781,0.000665342,0.000221781,0.000665342,0.000221781,0.000665342,0.000221781
130,5807.49,0.34856,0.61764,0.27868,0.94186,0,0.81087,0.64596,0.72927,0.60757,0.77717,0.66076,0.72716,0.55611,0.857,3.25102,1.38275,1.35231,0,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
131,5852.03,0.34034,0.61402,0.28086,0.92926,0,0.79908,0.656,0.72014,0.59721,0.77591,0.66042,0.71597,0.546,0.86253,3.22139,1.36054,1.36918,0,0.000608754,0.000202918,0.000608754,0.000202918,0.000608754,0.000202918,0.000608754,0.000202918
132,5896.36,0.34318,0.59882,0.27732,0.92825,0,0.84581,0.62158,0.71742,0.60309,0.78017,0.64417,0.7208,0.55337,0.85998,3.2336,1.39149,1.37964,0,0.00058046,0.000193487,0.00058046,0.000193487,0.00058046,0.000193487,0.00058046,0.000193487
133,5940.88,0.34793,0.61148,0.27689,0.94767,0,0.81353,0.64186,0.72495,0.61036,0.8042,0.63611,0.72508,0.55892,0.83458,3.2346,1.39405,1.35235,0,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
134,5985.18,0.32739,0.58745,0.25751,0.92918,0,0.81126,0.63792,0.72321,0.60914,0.80147,0.63232,0.72246,0.5566,0.85116,3.23909,1.42443,1.37466,0,0.000523871,0.000174624,0.000523871,0.000174624,0.000523871,0.000174624,0.000523871,0.000174624
135,6029.72,0.33535,0.59632,0.27181,0.93334,0,0.80135,0.63848,0.72226,0.60358,0.7917,0.63264,0.72162,0.55401,0.8517,3.31997,1.42906,1.37607,0,0.000495577,0.000165192,0.000495577,0.000165192,0.000495577,0.000165192,0.000495577,0.000165192
136,6074.11,0.33618,0.57683,0.26889,0.93091,0,0.81218,0.62797,0.72325,0.60657,0.81102,0.6254,0.72326,0.55765,0.85104,3.36532,1.42416,1.38057,0,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
137,6118.61,0.33172,0.60615,0.25995,0.93973,0,0.78463,0.65285,0.72308,0.60453,0.78,0.65028,0.72139,0.55225,0.84841,3.33507,1.40395,1.37232,0,0.000438989,0.00014633,0.000438989,0.00014633,0.000438989,0.00014633,0.000438989,0.00014633
138,6162.95,0.3322,0.57162,0.26486,0.93179,0,0.81816,0.63516,0.7203,0.60441,0.81322,0.63113,0.72026,0.55171,0.82729,3.36837,1.35554,1.36352,0,0.000410695,0.000136898,0.000410695,0.000136898,0.000410695,0.000136898,0.000410695,0.000136898
139,6207.46,0.32653,0.5754,0.25297,0.9312,0,0.82796,0.62875,0.71829,0.60082,0.82737,0.62945,0.71942,0.5457,0.8258,3.30539,1.36548,1.34815,0,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
140,6251.8,0.33559,0.57874,0.26916,0.94686,0,0.82478,0.62814,0.71392,0.5949,0.82415,0.62897,0.71454,0.54147,0.82951,3.28196,1.35945,1.35063,0,0.000354106,0.000118035,0.000354106,0.000118035,0.000354106,0.000118035,0.000354106,0.000118035
141,6297.08,0.17579,0.52864,0.16709,0.85266,0,0.78706,0.62259,0.67138,0.55135,0.80365,0.63154,0.67288,0.50644,0.82446,3.46838,1.36882,1.35716,0,0.000325812,0.000108604,0.000325812,0.000108604,0.000325812,0.000108604,0.000325812,0.000108604
142,6341.44,0.16431,0.46679,0.13131,0.84718,0,0.78636,0.62652,0.68083,0.56467,0.79641,0.63411,0.68158,0.5163,0.83104,3.41772,1.38754,1.35877,0,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
143,6385.89,0.17054,0.4686,0.12614,0.84801,0,0.88136,0.57497,0.68561,0.57262,0.89468,0.57909,0.67914,0.52658,0.83223,3.40689,1.42218,1.36593,0,0.000269224,8.97412e-05,0.000269224,8.97412e-05,0.000269224,8.97412e-05,0.000269224,8.97412e-05
144,6430.18,0.16552,0.44877,0.1266,0.85143,0,0.89167,0.57064,0.69681,0.58352,0.89715,0.57491,0.68896,0.53749,0.83374,3.42522,1.43227,1.37168,0,0.000240929,8.03098e-05,0.000240929,8.03098e-05,0.000240929,8.03098e-05,0.000240929,8.03098e-05
145,6474.6,0.16569,0.45002,0.12159,0.85034,0,0.87729,0.572,0.69873,0.58574,0.88309,0.57637,0.68969,0.53967,0.82663,3.41078,1.4537,1.36198,0,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
146,6518.84,0.16307,0.43168,0.11556,0.84079,0,0.77251,0.61901,0.70253,0.58964,0.82724,0.5931,0.69402,0.54015,0.82509,3.39596,1.43908,1.36412,0,0.000184341,6.1447e-05,0.000184341,6.1447e-05,0.000184341,6.1447e-05,0.000184341,6.1447e-05
147,6563.28,0.1569,0.43833,0.11944,0.84219,0,0.80353,0.60103,0.69985,0.58794,0.80878,0.60539,0.69204,0.54026,0.82197,3.41834,1.42197,1.36162,0,0.000156047,5.20156e-05,0.000156047,5.20156e-05,0.000156047,5.20156e-05,0.000156047,5.20156e-05
148,6607.53,0.15939,0.44552,0.11932,0.83931,0,0.84929,0.58,0.70344,0.59197,0.87017,0.57776,0.69578,0.54394,0.81172,3.39465,1.4292,1.34912,0,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
149,6651.94,0.15632,0.44153,0.11573,0.83557,0,0.742,0.64087,0.70311,0.59085,0.85067,0.57533,0.69527,0.54408,0.81128,3.36788,1.43937,1.36062,0,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05
150,6696.23,0.14885,0.43449,0.10928,0.84272,0,0.80988,0.60257,0.70588,0.58878,0.79692,0.60596,0.69596,0.54457,0.82046,3.37408,1.43885,1.36926,0,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05
