epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
16,664.23,0.65413,1.38172,0.73589,1.17289,0,0.77032,0.63891,0.69897,0.56299,0.76614,0.63665,0.69603,0.51136,0.74395,2.21539,1.11474,1.1345,0,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753,0.00386259,0.00128753
17,705.272,0.63617,1.38603,0.71143,1.15714,0,0.77222,0.66862,0.70583,0.57832,0.77918,0.67681,0.71721,0.52178,0.72608,2.21479,1.09988,1.13205,0,0.00383429,0.0012781,0.00383429,0.0012781,0.00383429,0.0012781,0.00383429,0.0012781
18,746.197,0.61751,1.27822,0.67604,1.13347,0,0.74801,0.66704,0.71401,0.57701,0.79425,0.64425,0.72256,0.52292,0.74345,2.18838,1.07723,1.16648,0,0.003806,0.00126867,0.003806,0.00126867,0.003806,0.00126867,0.003806,0.00126867
19,787.59,0.5947,1.26193,0.62144,1.11668,0,0.73292,0.67806,0.71251,0.57199,0.74925,0.66433,0.70795,0.5099,0.77619,2.27157,1.05051,1.20354,0,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923,0.0037777,0.00125923
20,828.612,0.60269,1.27475,0.64306,1.12003,0,0.80551,0.64113,0.71273,0.58382,0.80072,0.63887,0.71112,0.51589,0.74064,2.2916,1.04887,1.14281,0,0.00374941,0.0012498,0.00374941,0.0012498,0.00374941,0.0012498,0.00374941,0.0012498
21,869.677,0.60558,1.23506,0.63949,1.12537,0,0.7632,0.64659,0.69865,0.5696,0.75853,0.64393,0.70329,0.50649,0.75192,2.27034,1.07048,1.15839,0,0.00372112,0.00124037,0.00372112,0.00124037,0.00372112,0.00124037,0.00372112,0.00124037
22,910.603,0.59797,1.23474,0.62391,1.10977,0,0.7628,0.64915,0.69995,0.57322,0.76032,0.64665,0.69688,0.52023,0.77249,2.27012,1.13819,1.1613,0,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094
23,951.62,0.57319,1.16083,0.57968,1.10774,0,0.81292,0.62033,0.70322,0.56925,0.80364,0.61028,0.69174,0.50704,0.79939,2.30832,1.13089,1.19691,0,0.00366453,0.00122151,0.00366453,0.00122151,0.00366453,0.00122151,0.00366453,0.00122151
24,992.607,0.59959,1.19671,0.61242,1.11777,0,0.72175,0.6804,0.69515,0.56504,0.76338,0.63412,0.69405,0.51276,0.81726,2.31942,1.12895,1.20359,0,0.00363623,0.00121208,0.00363623,0.00121208,0.00363623,0.00121208,0.00363623,0.00121208
25,1033.62,0.54603,1.15951,0.57414,1.07918,0,0.73862,0.69813,0.69103,0.56601,0.72343,0.68524,0.69194,0.50872,0.78506,2.31681,1.07714,1.19551,0,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265
26,1074.53,0.57106,1.16929,0.59035,1.09745,0,0.75302,0.66232,0.71724,0.58133,0.76008,0.66473,0.72316,0.52621,0.79696,2.3763,1.09561,1.19325,0,0.00357965,0.00119322,0.00357965,0.00119322,0.00357965,0.00119322,0.00357965,0.00119322
27,1115.44,0.55628,1.13814,0.56099,1.07674,0,0.76998,0.68156,0.70975,0.55972,0.75189,0.6611,0.69814,0.50077,0.83277,2.53899,1.1374,1.25197,0,0.00355135,0.00118378,0.00355135,0.00118378,0.00355135,0.00118378,0.00355135,0.00118378
28,1156.51,0.5687,1.15334,0.56397,1.08388,0,0.81789,0.61656,0.70004,0.55599,0.81684,0.61699,0.69489,0.50409,0.8387,2.5109,1.13193,1.25132,0,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435
29,1197.38,0.54268,1.10347,0.54681,1.06699,0,0.81493,0.62012,0.69469,0.55535,0.80528,0.62894,0.68468,0.494,0.83445,2.58061,1.19636,1.26934,0,0.00349476,0.00116492,0.00349476,0.00116492,0.00349476,0.00116492,0.00349476,0.00116492
30,1238.14,0.53457,1.09959,0.528,1.06984,0,0.81312,0.61592,0.68633,0.54571,0.77584,0.64925,0.68296,0.49015,0.8095,2.49781,1.22204,1.25446,0,0.00346647,0.00115549,0.00346647,0.00115549,0.00346647,0.00115549,0.00346647,0.00115549
31,1279,0.53995,1.05803,0.54414,1.07956,0,0.74288,0.67353,0.70383,0.56513,0.74697,0.67819,0.70419,0.5113,0.81185,2.50094,1.21206,1.26511,0,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606
32,1319.75,0.55353,1.07352,0.53885,1.07576,0,0.85265,0.61047,0.7069,0.56873,0.8195,0.62977,0.7037,0.51811,0.79127,2.47462,1.20486,1.23101,0,0.00340988,0.00113663,0.00340988,0.00113663,0.00340988,0.00113663,0.00340988,0.00113663
33,1360.63,0.51153,1.08861,0.51424,1.05082,0,0.7695,0.65728,0.70575,0.56228,0.76943,0.65821,0.70797,0.51667,0.80799,2.46136,1.20129,1.23362,0,0.00338159,0.0011272,0.00338159,0.0011272,0.00338159,0.0011272,0.00338159,0.0011272
34,1401.44,0.52934,1.07437,0.49999,1.06908,0,0.75453,0.69166,0.69966,0.57298,0.75969,0.69642,0.70583,0.51087,0.80473,2.51373,1.2218,1.26137,0,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776
35,1442.31,0.50956,1.04779,0.50236,1.03955,0,0.8524,0.61753,0.70098,0.57526,0.8493,0.61456,0.68662,0.50327,0.79593,2.68924,1.20404,1.25193,0,0.003325,0.00110833,0.003325,0.00110833,0.003325,0.00110833,0.003325,0.00110833
36,1483.15,0.5193,1.06048,0.50496,1.05457,0,0.80145,0.64722,0.69825,0.56983,0.80111,0.64822,0.69602,0.50607,0.80979,2.64758,1.24323,1.24567,0,0.0032967,0.0010989,0.0032967,0.0010989,0.0032967,0.0010989,0.0032967,0.0010989
37,1524.22,0.52002,1.06194,0.51055,1.06163,0,0.75222,0.67089,0.69882,0.56741,0.79009,0.6251,0.68386,0.50228,0.83405,2.62825,1.30372,1.24454,0,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947
38,1564.92,0.51029,1.01149,0.48662,1.06169,0,0.78859,0.6582,0.69612,0.5713,0.78775,0.65881,0.69766,0.50977,0.80714,2.69673,1.16828,1.2596,0,0.00324011,0.00108004,0.00324011,0.00108004,0.00324011,0.00108004,0.00324011,0.00108004
39,1605.82,0.50074,0.98817,0.47583,1.04298,0,0.77723,0.67055,0.70278,0.54658,0.76845,0.66393,0.69978,0.4917,0.82297,2.73204,1.18218,1.26866,0,0.00321182,0.00107061,0.00321182,0.00107061,0.00321182,0.00107061,0.00321182,0.00107061
40,1646.6,0.5089,1.03712,0.48128,1.04731,0,0.78991,0.66593,0.70263,0.5631,0.77608,0.65676,0.70648,0.50398,0.82141,2.65381,1.2109,1.25179,0,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118
41,1687.52,0.49625,0.98223,0.46044,1.03401,0,0.73446,0.65758,0.69867,0.58041,0.83034,0.61431,0.70095,0.52683,0.80792,2.63523,1.20509,1.24757,0,0.00315523,0.00105174,0.00315523,0.00105174,0.00315523,0.00105174,0.00315523,0.00105174
42,1728.33,0.49056,0.98013,0.4725,1.0263,0,0.75257,0.67088,0.69778,0.56184,0.73508,0.68879,0.69766,0.5085,0.82602,2.68011,1.21865,1.28587,0,0.00312694,0.00104231,0.00312694,0.00104231,0.00312694,0.00104231,0.00312694,0.00104231
43,1769.22,0.49069,0.99168,0.45929,1.03493,0,0.76933,0.67593,0.69838,0.57708,0.76067,0.67026,0.69254,0.51004,0.83821,2.75296,1.23279,1.31288,0,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288
44,1809.97,0.48351,0.92953,0.44697,1.02555,0,0.80456,0.64894,0.69445,0.56598,0.79376,0.64126,0.68596,0.51022,0.84124,2.80516,1.24667,1.28767,0,0.00307035,0.00102345,0.00307035,0.00102345,0.00307035,0.00102345,0.00307035,0.00102345
45,1850.88,0.47125,0.95781,0.44647,1.01533,0,0.77814,0.65997,0.69398,0.57248,0.83751,0.62837,0.68816,0.51686,0.81223,2.52745,1.23071,1.25822,0,0.00304206,0.00101402,0.00304206,0.00101402,0.00304206,0.00101402,0.00304206,0.00101402
46,1891.87,0.47313,0.94232,0.45699,1.03143,0,0.81388,0.65308,0.70971,0.58545,0.82546,0.65918,0.70546,0.52836,0.81183,2.56019,1.18402,1.27023,0,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459
47,1932.71,0.48309,0.99029,0.45176,1.01901,0,0.7248,0.69433,0.7049,0.57987,0.73543,0.67157,0.69644,0.52378,0.83793,2.57648,1.17085,1.27506,0,0.00298547,0.000995156,0.00298547,0.000995156,0.00298547,0.000995156,0.00298547,0.000995156
48,1973.42,0.45564,0.93032,0.42998,1.00289,0,0.76808,0.67397,0.69981,0.57764,0.87472,0.62244,0.69785,0.5237,0.82737,2.63311,1.18732,1.26091,0,0.00295717,0.000985724,0.00295717,0.000985724,0.00295717,0.000985724,0.00295717,0.000985724
49,2014.28,0.46981,0.91954,0.43223,1.01332,0,0.73768,0.69284,0.6977,0.5671,0.78182,0.65468,0.691,0.51137,0.85866,2.6069,1.26833,1.28223,0,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293
50,2055.01,0.45941,0.93392,0.43606,1.00228,0,0.77818,0.6395,0.69203,0.57538,0.79242,0.61759,0.68966,0.51498,0.8654,2.70378,1.25664,1.28619,0,0.00290058,0.000966861,0.00290058,0.000966861,0.00290058,0.000966861,0.00290058,0.000966861
51,2095.83,0.45556,0.9423,0.43033,1.00955,0,0.82451,0.62847,0.67982,0.55878,0.83632,0.62798,0.6753,0.50516,0.81466,2.63844,1.27134,1.2519,0,0.00287229,0.00095743,0.00287229,0.00095743,0.00287229,0.00095743,0.00287229,0.00095743
52,2136.62,0.46337,0.91714,0.42644,1.01283,0,0.80675,0.64017,0.68417,0.56444,0.81665,0.63304,0.68889,0.50255,0.7893,2.66965,1.24724,1.22595,0,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999
53,2177.56,0.46781,0.8813,0.4178,1.0091,0,0.80749,0.63747,0.69452,0.56485,0.84225,0.6138,0.68887,0.5049,0.82441,2.70898,1.2519,1.25966,0,0.0028157,0.000938567,0.0028157,0.000938567,0.0028157,0.000938567,0.0028157,0.000938567
54,2218.3,0.44629,0.89429,0.41336,0.99554,0,0.76023,0.67181,0.69061,0.57323,0.77755,0.65701,0.6942,0.50555,0.81228,2.79424,1.24767,1.28285,0,0.00278741,0.000929136,0.00278741,0.000929136,0.00278741,0.000929136,0.00278741,0.000929136
55,2259.4,0.4495,0.88115,0.42791,0.99426,0,0.77666,0.63887,0.67858,0.56524,0.79753,0.64425,0.68812,0.49806,0.84078,2.79015,1.25631,1.27946,0,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704
56,2300.17,0.44373,0.85526,0.41131,1.00391,0,0.77217,0.64192,0.66364,0.55214,0.77982,0.65056,0.66447,0.48469,0.83497,2.86731,1.23973,1.28578,0,0.00273082,0.000910273,0.00273082,0.000910273,0.00273082,0.000910273,0.00273082,0.000910273
57,2341.02,0.45261,0.92069,0.41347,0.9992,0,0.78885,0.63179,0.66962,0.55853,0.78461,0.62993,0.66235,0.49302,0.84601,2.88922,1.26245,1.27917,0,0.00270252,0.000900842,0.00270252,0.000900842,0.00270252,0.000900842,0.00270252,0.000900842
58,2381.76,0.47312,0.90766,0.43468,1.007,0,0.8567,0.62113,0.68733,0.55986,0.85991,0.61181,0.67865,0.51052,0.89202,2.84479,1.25726,1.33303,0,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141
59,2422.61,0.43342,0.90369,0.39751,0.99703,0,0.81181,0.62482,0.66803,0.55114,0.80973,0.62623,0.66546,0.4987,0.83982,2.76811,1.33201,1.24287,0,0.00264594,0.000881979,0.00264594,0.000881979,0.00264594,0.000881979,0.00264594,0.000881979
60,2463.39,0.45202,0.85984,0.41215,1.00151,0,0.78616,0.6455,0.66022,0.54709,0.78044,0.64319,0.66296,0.49681,0.87375,2.89275,1.31148,1.29968,0,0.00261764,0.000872547,0.00261764,0.000872547,0.00261764,0.000872547,0.00261764,0.000872547
61,2504.29,0.44136,0.85751,0.39489,0.99429,0,0.80749,0.63314,0.66952,0.55143,0.80469,0.62743,0.66876,0.50108,0.82465,2.86024,1.2831,1.29135,0,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
62,2545.02,0.43672,0.8398,0.40936,0.98509,0,0.76499,0.66056,0.67258,0.55896,0.81306,0.62351,0.66884,0.50617,0.81282,2.70785,1.27413,1.26471,0,0.00256105,0.000853685,0.00256105,0.000853685,0.00256105,0.000853685,0.00256105,0.000853685
63,2586.08,0.43455,0.84295,0.39155,0.99806,0,0.79921,0.6687,0.66927,0.5593,0.78304,0.65911,0.66743,0.50452,0.80842,2.75835,1.25765,1.2495,0,0.00253276,0.000844253,0.00253276,0.000844253,0.00253276,0.000844253,0.00253276,0.000844253
64,2626.81,0.44179,0.84583,0.39867,1.00228,0,0.77906,0.66298,0.68546,0.56362,0.75618,0.65539,0.67931,0.4999,0.83295,2.7963,1.23679,1.2944,0,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
65,2667.67,0.4283,0.80326,0.39268,0.98722,0,0.82621,0.64473,0.70158,0.5769,0.81117,0.63211,0.69334,0.51617,0.83042,2.80873,1.23322,1.28839,0,0.00247617,0.00082539,0.00247617,0.00082539,0.00247617,0.00082539,0.00247617,0.00082539
66,2708.43,0.42924,0.84292,0.38111,0.9922,0,0.79498,0.66503,0.69263,0.57877,0.7805,0.65514,0.68691,0.51747,0.80654,2.64851,1.25048,1.21528,0,0.00244788,0.000815959,0.00244788,0.000815959,0.00244788,0.000815959,0.00244788,0.000815959
67,2749.28,0.43693,0.84109,0.38508,0.99995,0,0.7915,0.63832,0.68322,0.56777,0.84456,0.60052,0.6724,0.51132,0.78558,2.67879,1.3006,1.23183,0,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
68,2789.97,0.43271,0.79716,0.38277,0.98728,0,0.78991,0.64295,0.67281,0.55601,0.78874,0.63472,0.67109,0.50523,0.83259,2.68713,1.29124,1.29892,0,0.00239129,0.000797096,0.00239129,0.000797096,0.00239129,0.000797096,0.00239129,0.000797096
69,2830.79,0.43055,0.85755,0.39236,0.99425,0,0.81748,0.63163,0.68219,0.56555,0.81978,0.6363,0.67937,0.51051,0.82992,2.77657,1.32928,1.27726,0,0.00236299,0.000787665,0.00236299,0.000787665,0.00236299,0.000787665,0.00236299,0.000787665
70,2871.55,0.4287,0.83773,0.39935,1.00064,0,0.81518,0.63249,0.68258,0.56218,0.78754,0.64158,0.67219,0.51405,0.81901,2.79484,1.33395,1.27339,0,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
71,2912.4,0.41852,0.82906,0.3732,0.99184,0,0.77607,0.64694,0.68485,0.55831,0.80957,0.62162,0.66626,0.49942,0.80831,2.73713,1.32017,1.26212,0,0.00230641,0.000768802,0.00230641,0.000768802,0.00230641,0.000768802,0.00230641,0.000768802
72,2953.38,0.41074,0.77469,0.35801,0.97695,0,0.84296,0.62745,0.69035,0.56901,0.8261,0.61756,0.67672,0.5155,0.8223,2.84024,1.2652,1.29754,0,0.00227811,0.000759371,0.00227811,0.000759371,0.00227811,0.000759371,0.00227811,0.000759371
73,2994.2,0.42234,0.78343,0.37129,0.99354,0,0.81078,0.62531,0.69973,0.58076,0.79907,0.61869,0.68484,0.52343,0.82241,2.8391,1.25184,1.27837,0,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
74,3034.94,0.42403,0.79458,0.37259,0.98991,0,0.80892,0.62496,0.69172,0.56764,0.78171,0.60845,0.67346,0.50887,0.85064,2.86052,1.28143,1.31545,0,0.00222152,0.000740508,0.00222152,0.000740508,0.00222152,0.000740508,0.00222152,0.000740508
75,3075.82,0.40597,0.77704,0.37368,0.98758,0,0.78467,0.63731,0.68943,0.56608,0.83522,0.58648,0.67306,0.51478,0.82965,2.87353,1.31178,1.29861,0,0.00219323,0.000731076,0.00219323,0.000731076,0.00219323,0.000731076,0.00219323,0.000731076
76,3116.67,0.39964,0.78401,0.34879,0.97838,0,0.7801,0.62867,0.66684,0.55047,0.76225,0.61939,0.65852,0.49884,0.8033,2.79401,1.34701,1.27157,0,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
77,3157.53,0.39137,0.76946,0.34833,0.9765,0,0.85714,0.61217,0.69991,0.57768,0.84414,0.60594,0.68467,0.52098,0.77646,2.72213,1.31981,1.25849,0,0.00213664,0.000712214,0.00213664,0.000712214,0.00213664,0.000712214,0.00213664,0.000712214
78,3198.41,0.40669,0.80954,0.37356,0.98219,0,0.81864,0.61777,0.68824,0.57355,0.81701,0.61878,0.68471,0.51312,0.79747,2.94343,1.29003,1.27534,0,0.00210835,0.000702782,0.00210835,0.000702782,0.00210835,0.000702782,0.00210835,0.000702782
79,3239.24,0.4077,0.75889,0.36132,0.98264,0,0.82636,0.62767,0.70587,0.58028,0.83516,0.62104,0.69503,0.52146,0.79935,2.89327,1.24844,1.24719,0,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
80,3280.11,0.37429,0.74213,0.32873,0.95864,0,0.76586,0.65728,0.70334,0.57279,0.75882,0.64831,0.69029,0.51449,0.7998,2.89929,1.22727,1.27404,0,0.00205176,0.000683919,0.00205176,0.000683919,0.00205176,0.000683919,0.00205176,0.000683919
81,3320.96,0.39941,0.77,0.34948,0.96698,0,0.79202,0.63887,0.6804,0.5589,0.77603,0.643,0.67324,0.49952,0.83636,2.89665,1.30576,1.33342,0,0.00202346,0.000674488,0.00202346,0.000674488,0.00202346,0.000674488,0.00202346,0.000674488
82,3361.67,0.39054,0.75308,0.33986,0.9779,0,0.74245,0.66738,0.67545,0.55788,0.81114,0.62355,0.6666,0.50397,0.83981,2.92597,1.32164,1.34743,0,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
83,3402.52,0.39156,0.78012,0.35088,0.95654,0,0.79202,0.63305,0.6785,0.55528,0.79763,0.63257,0.67161,0.5109,0.84675,3.03835,1.29722,1.3509,0,0.00196688,0.000655625,0.00196688,0.000655625,0.00196688,0.000655625,0.00196688,0.000655625
84,3443.25,0.3934,0.74865,0.35637,0.97231,0,0.8036,0.63813,0.69015,0.56536,0.80774,0.6435,0.68975,0.52097,0.82609,2.99345,1.27366,1.32846,0,0.00193858,0.000646194,0.00193858,0.000646194,0.00193858,0.000646194,0.00193858,0.000646194
85,3484.2,0.38673,0.75851,0.33173,0.9657,0,0.78743,0.63918,0.69604,0.5744,0.84867,0.59371,0.68438,0.52778,0.81274,2.94368,1.30486,1.29093,0,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
86,3525.05,0.38838,0.73366,0.33607,0.97629,0,0.80411,0.63487,0.68131,0.56779,0.86161,0.60516,0.67977,0.52002,0.81317,2.88329,1.29427,1.29158,0,0.00188199,0.000627331,0.00188199,0.000627331,0.00188199,0.000627331,0.00188199,0.000627331
87,3565.81,0.38441,0.71941,0.33588,0.96828,0,0.84242,0.62956,0.68829,0.5727,0.83594,0.61521,0.68088,0.52168,0.79458,2.8573,1.31567,1.28631,0,0.0018537,0.0006179,0.0018537,0.0006179,0.0018537,0.0006179,0.0018537,0.0006179
88,3606.56,0.39882,0.72094,0.3381,0.97562,0,0.86333,0.61792,0.69907,0.56512,0.84867,0.60899,0.68717,0.51762,0.82649,2.95792,1.32328,1.31732,0,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
89,3647.68,0.38358,0.73323,0.3253,0.96922,0,0.7893,0.65077,0.71205,0.59334,0.77609,0.63573,0.6958,0.53922,0.81223,3.00527,1.30661,1.28742,0,0.00179711,0.000599037,0.00179711,0.000599037,0.00179711,0.000599037,0.00179711,0.000599037
90,3688.37,0.38449,0.71229,0.3196,0.96023,0,0.79906,0.6572,0.7097,0.59017,0.78442,0.64732,0.6985,0.53594,0.83269,3.0822,1.32902,1.31703,0,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605
91,3729.07,0.39367,0.7272,0.34197,0.96746,0,0.80221,0.63169,0.69477,0.57241,0.79117,0.62546,0.67821,0.51992,0.86938,3.21517,1.30492,1.35708,0,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
92,3769.77,0.37801,0.7281,0.32573,0.96394,0,0.84102,0.62588,0.71457,0.59355,0.8291,0.61971,0.69497,0.53724,0.83782,3.14298,1.34926,1.32674,0,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743
93,3810.59,0.37396,0.71429,0.32216,0.95085,0,0.78574,0.64767,0.70496,0.58708,0.83806,0.61878,0.69918,0.53095,0.83643,2.94191,1.35098,1.33673,0,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311
94,3851.29,0.38332,0.70952,0.33905,0.9737,0,0.81844,0.61878,0.7053,0.58675,0.84698,0.60369,0.68996,0.53687,0.81508,2.90204,1.34633,1.30183,0,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
95,3892.17,0.3787,0.70589,0.3217,0.95401,0,0.85012,0.62571,0.69427,0.57662,0.83831,0.61621,0.67347,0.52416,0.82129,3.02885,1.29415,1.33364,0,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448
96,3932.97,0.38606,0.70383,0.34334,0.966,0,0.82656,0.61845,0.70025,0.58091,0.85554,0.59044,0.68762,0.52473,0.80474,2.98714,1.30942,1.3019,0,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017
97,3973.75,0.38733,0.70146,0.32281,0.95811,0,0.84614,0.6261,0.69661,0.5777,0.83197,0.62084,0.6884,0.52424,0.81403,2.93486,1.27629,1.29675,0,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
